ENSMUST00000000175	3	D
ENSMUST00000000175	4	A
ENSMUST00000000449	2	D
ENSMUST00000000449	3	A
ENSMUST00000000542	5	D
ENSMUST00000000542	6	A
ENSMUST00000000687	8	D
ENSMUST00000000687	9	A
ENSMUST00000000717	2	D
ENSMUST00000000717	3	A
ENSMUST00000000718	2	D
ENSMUST00000000718	3	A
ENSMUST00000000894	4	D
ENSMUST00000000894	5	A
ENSMUST00000000939	1	D
ENSMUST00000000939	2	A
ENSMUST00000001027	13	D
ENSMUST00000001027	14	A
ENSMUST00000001115	15	D
ENSMUST00000001115	16	A
ENSMUST00000001155	11	D
ENSMUST00000001155	12	A
ENSMUST00000001181	6	D
ENSMUST00000001181	7	A
ENSMUST00000001202	1	D
ENSMUST00000001202	2	A
ENSMUST00000001242	6	D
ENSMUST00000001242	7	A
ENSMUST00000001402	2	D
ENSMUST00000001402	3	A
ENSMUST00000001402	3	D
ENSMUST00000001402	4	A
ENSMUST00000001412	25	D
ENSMUST00000001412	26	A
ENSMUST00000001479	21	D
ENSMUST00000001479	22	A
ENSMUST00000001608	1	D
ENSMUST00000001608	2	A
ENSMUST00000001675	6	D
ENSMUST00000001675	7	A
ENSMUST00000001818	5	D
ENSMUST00000001818	6	A
ENSMUST00000002063	11	D
ENSMUST00000002063	12	A
ENSMUST00000002291	20	D
ENSMUST00000002291	21	A
ENSMUST00000002305	12	D
ENSMUST00000002305	13	A
ENSMUST00000002436	10	D
ENSMUST00000002436	11	A
ENSMUST00000002765	16	D
ENSMUST00000002765	17	A
ENSMUST00000002844	3	D
ENSMUST00000002844	4	A
ENSMUST00000002908	4	D
ENSMUST00000002908	5	A
ENSMUST00000002989	3	D
ENSMUST00000002989	4	A
ENSMUST00000003038	17	D
ENSMUST00000003038	18	A
ENSMUST00000003152	2	D
ENSMUST00000003152	3	A
ENSMUST00000003310	16	D
ENSMUST00000003310	17	A
ENSMUST00000003572	11	D
ENSMUST00000003572	12	A
ENSMUST00000003898	5	D
ENSMUST00000003898	6	A
ENSMUST00000004202	10	D
ENSMUST00000004202	11	A
ENSMUST00000004214	20	D
ENSMUST00000004214	21	A
ENSMUST00000004214	21	D
ENSMUST00000004214	22	A
ENSMUST00000004375	6	D
ENSMUST00000004375	7	A
ENSMUST00000004681	28	D
ENSMUST00000004681	29	A
ENSMUST00000004750	10	D
ENSMUST00000004750	11	A
ENSMUST00000004827	2	D
ENSMUST00000004827	3	A
ENSMUST00000004985	4	D
ENSMUST00000004985	5	A
ENSMUST00000005173	6	D
ENSMUST00000005173	7	A
ENSMUST00000005188	6	D
ENSMUST00000005188	7	A
ENSMUST00000005256	2	D
ENSMUST00000005256	3	A
ENSMUST00000005504	15	D
ENSMUST00000005504	16	A
ENSMUST00000005548	1	D
ENSMUST00000005548	2	A
ENSMUST00000005630	1	D
ENSMUST00000005630	2	A
ENSMUST00000005651	6	D
ENSMUST00000005651	7	A
ENSMUST00000006094	2	D
ENSMUST00000006094	3	A
ENSMUST00000006138	4	D
ENSMUST00000006138	5	A
ENSMUST00000006151	4	D
ENSMUST00000006151	5	A
ENSMUST00000006629	19	D
ENSMUST00000006629	20	A
ENSMUST00000006629	24	D
ENSMUST00000006629	25	A
ENSMUST00000006764	2	D
ENSMUST00000006764	3	A
ENSMUST00000006853	6	D
ENSMUST00000006853	7	A
ENSMUST00000006893	8	D
ENSMUST00000006893	9	A
ENSMUST00000006893	9	D
ENSMUST00000006893	10	A
ENSMUST00000006949	3	D
ENSMUST00000006949	4	A
ENSMUST00000007042	14	D
ENSMUST00000007042	15	A
ENSMUST00000007249	12	D
ENSMUST00000007249	13	A
ENSMUST00000007296	13	D
ENSMUST00000007296	14	A
ENSMUST00000007754	4	D
ENSMUST00000007754	5	A
ENSMUST00000008999	12	D
ENSMUST00000008999	13	A
ENSMUST00000009102	1	D
ENSMUST00000009102	2	A
ENSMUST00000009234	3	D
ENSMUST00000009234	4	A
ENSMUST00000009234	7	D
ENSMUST00000009234	8	A
ENSMUST00000009390	22	D
ENSMUST00000009390	23	A
ENSMUST00000009713	5	D
ENSMUST00000009713	6	A
ENSMUST00000010319	1	D
ENSMUST00000010319	2	A
ENSMUST00000010421	33	D
ENSMUST00000010421	34	A
ENSMUST00000010579	3	D
ENSMUST00000010579	4	A
ENSMUST00000010579	6	D
ENSMUST00000010579	7	A
ENSMUST00000010736	9	D
ENSMUST00000010736	10	A
ENSMUST00000010904	1	D
ENSMUST00000010904	2	A
ENSMUST00000010985	4	D
ENSMUST00000010985	5	A
ENSMUST00000011152	3	D
ENSMUST00000011152	4	A
ENSMUST00000011152	6	D
ENSMUST00000011152	7	A
ENSMUST00000011302	3	D
ENSMUST00000011302	4	A
ENSMUST00000011877	19	D
ENSMUST00000011877	20	A
ENSMUST00000011877	24	D
ENSMUST00000011877	25	A
ENSMUST00000011934	25	D
ENSMUST00000011934	26	A
ENSMUST00000011934	185	D
ENSMUST00000011934	186	A
ENSMUST00000013130	11	D
ENSMUST00000013130	12	A
ENSMUST00000013995	46	D
ENSMUST00000013995	47	A
ENSMUST00000013995	48	D
ENSMUST00000013995	49	A
ENSMUST00000014058	3	D
ENSMUST00000014058	4	A
ENSMUST00000014220	1	D
ENSMUST00000014220	2	A
ENSMUST00000014421	1	D
ENSMUST00000014421	2	A
ENSMUST00000014421	19	D
ENSMUST00000014421	20	A
ENSMUST00000014996	19	D
ENSMUST00000014996	20	A
ENSMUST00000015003	3	D
ENSMUST00000015003	4	A
ENSMUST00000015171	8	D
ENSMUST00000015171	9	A
ENSMUST00000015666	5	D
ENSMUST00000015666	6	A
ENSMUST00000015666	11	D
ENSMUST00000015666	12	A
ENSMUST00000015791	50	D
ENSMUST00000015791	51	A
ENSMUST00000016110	4	D
ENSMUST00000016110	5	A
ENSMUST00000016294	3	D
ENSMUST00000016294	4	A
ENSMUST00000016491	13	D
ENSMUST00000016491	14	A
ENSMUST00000016569	2	D
ENSMUST00000016569	3	A
ENSMUST00000016569	29	D
ENSMUST00000016569	30	A
ENSMUST00000016631	3	D
ENSMUST00000016631	4	A
ENSMUST00000016680	3	D
ENSMUST00000016680	4	A
ENSMUST00000016681	3	D
ENSMUST00000016681	4	A
ENSMUST00000016781	4	D
ENSMUST00000016781	5	A
ENSMUST00000016907	17	D
ENSMUST00000016907	18	A
ENSMUST00000017549	5	D
ENSMUST00000017549	6	A
ENSMUST00000017836	4	D
ENSMUST00000017836	5	A
ENSMUST00000018449	7	D
ENSMUST00000018449	8	A
ENSMUST00000018482	10	D
ENSMUST00000018482	11	A
ENSMUST00000018516	10	D
ENSMUST00000018516	11	A
ENSMUST00000018521	1	D
ENSMUST00000018521	2	A
ENSMUST00000018549	1	D
ENSMUST00000018549	2	A
ENSMUST00000018651	6	D
ENSMUST00000018651	7	A
ENSMUST00000018681	5	D
ENSMUST00000018681	6	A
ENSMUST00000018700	3	D
ENSMUST00000018700	4	A
ENSMUST00000018718	7	D
ENSMUST00000018718	8	A
ENSMUST00000018851	20	D
ENSMUST00000018851	21	A
ENSMUST00000018851	69	D
ENSMUST00000018851	70	A
ENSMUST00000018963	3	D
ENSMUST00000018963	4	A
ENSMUST00000018989	11	D
ENSMUST00000018989	12	A
ENSMUST00000019192	2	D
ENSMUST00000019192	3	A
ENSMUST00000019379	6	D
ENSMUST00000019379	7	A
ENSMUST00000019854	3	D
ENSMUST00000019854	4	A
ENSMUST00000019901	9	D
ENSMUST00000019901	10	A
ENSMUST00000019944	3	D
ENSMUST00000019944	4	A
ENSMUST00000019992	6	D
ENSMUST00000019992	7	A
ENSMUST00000020003	6	D
ENSMUST00000020003	7	A
ENSMUST00000020159	23	D
ENSMUST00000020159	24	A
ENSMUST00000020200	17	D
ENSMUST00000020200	18	A
ENSMUST00000020212	12	D
ENSMUST00000020212	13	A
ENSMUST00000020223	3	D
ENSMUST00000020223	4	A
ENSMUST00000020273	3	D
ENSMUST00000020273	4	A
ENSMUST00000020278	1	D
ENSMUST00000020278	2	A
ENSMUST00000020311	8	D
ENSMUST00000020311	9	A
ENSMUST00000020411	12	D
ENSMUST00000020411	13	A
ENSMUST00000020420	17	D
ENSMUST00000020420	18	A
ENSMUST00000020420	18	D
ENSMUST00000020420	19	A
ENSMUST00000020441	3	D
ENSMUST00000020441	4	A
ENSMUST00000020450	9	D
ENSMUST00000020450	10	A
ENSMUST00000020463	7	D
ENSMUST00000020463	8	A
ENSMUST00000020484	1	D
ENSMUST00000020484	2	A
ENSMUST00000020496	7	D
ENSMUST00000020496	8	A
ENSMUST00000020524	15	D
ENSMUST00000020524	16	A
ENSMUST00000020538	6	D
ENSMUST00000020538	7	A
ENSMUST00000020629	10	D
ENSMUST00000020629	11	A
ENSMUST00000020640	2	D
ENSMUST00000020640	3	A
ENSMUST00000020649	23	D
ENSMUST00000020649	24	A
ENSMUST00000020732	2	D
ENSMUST00000020732	3	A
ENSMUST00000020732	60	D
ENSMUST00000020732	61	A
ENSMUST00000020732	63	D
ENSMUST00000020732	64	A
ENSMUST00000020755	2	D
ENSMUST00000020755	3	A
ENSMUST00000020756	19	D
