ENST00000291386	2	D
ENST00000291386	3	A
ENST00000493964	30	D
ENST00000493964	31	A
ENST00000419816	3	D
ENST00000419816	4	A
ENST00000378486	3	D
ENST00000378486	4	A
ENST00000449969	3	D
ENST00000449969	4	A
ENST00000262450	36	D
ENST00000262450	37	A
ENST00000544484	34	D
ENST00000544484	35	A
ENST00000544040	35	D
ENST00000544040	36	A
ENST00000357008	35	D
ENST00000357008	36	A
ENST00000380358	35	D
ENST00000380358	36	A
ENST00000330494	35	D
ENST00000330494	36	A
ENST00000358181	34	D
ENST00000358181	35	A
ENST00000346436	5	D
ENST00000346436	6	A
ENST00000376497	5	D
ENST00000376497	6	A
ENST00000376496	5	D
ENST00000376496	6	A
ENST00000312413	4	D
ENST00000312413	5	A
ENST00000375599	4	D
ENST00000375599	5	A
ENST00000375153	6	D
ENST00000375153	7	A
ENST00000375155	6	D
ENST00000375155	7	A
ENST00000400548	5	D
ENST00000400548	6	A
ENST00000450454	7	D
ENST00000450454	8	A
ENST00000461794	3	D
ENST00000461794	4	A
ENST00000374601	4	D
ENST00000374601	5	A
ENST00000450454	4	D
ENST00000450454	5	A
ENST00000361729	4	D
ENST00000361729	5	A
ENST00000535432	4	D
ENST00000535432	5	A
ENST00000346618	4	D
ENST00000346618	5	A
ENST00000374453	2	D
ENST00000374453	3	A
ENST00000484146	2	D
ENST00000484146	3	A
ENST00000344989	2	D
ENST00000344989	3	A
ENST00000492112	2	D
ENST00000492112	3	A
ENST00000374452	2	D
ENST00000374452	3	A
ENST00000473858	1	D
ENST00000473858	2	A
ENST00000343255	2	D
ENST00000343255	3	A
ENST00000453840	2	D
ENST00000453840	3	A
ENST00000452027	2	D
ENST00000452027	3	A
ENST00000517387	1	D
ENST00000517387	2	A
ENST00000475068	1	D
ENST00000475068	2	A
ENST00000374142	5	D
ENST00000374142	6	A
ENST00000374141	4	D
ENST00000374141	5	A
ENST00000374135	4	D
ENST00000374135	5	A
ENST00000374133	3	D
ENST00000374133	4	A
ENST00000373765	7	D
ENST00000373765	8	A
ENST00000373602	4	D
ENST00000373602	5	A
ENST00000373586	3	D
ENST00000373586	4	A
ENST00000464085	2	D
ENST00000464085	3	A
ENST00000358011	2	D
ENST00000358011	3	A
ENST00000373026	20	D
ENST00000373026	21	A
ENST00000373023	20	D
ENST00000373023	21	A
ENST00000373027	15	D
ENST00000373027	16	A
ENST00000373024	20	D
ENST00000373024	21	A
ENST00000458109	18	D
ENST00000458109	19	A
ENST00000373026	20	D
ENST00000373026	21	A
ENST00000373023	20	D
ENST00000373023	21	A
ENST00000373027	15	D
ENST00000373027	16	A
ENST00000373024	20	D
ENST00000373024	21	A
ENST00000458109	18	D
ENST00000458109	19	A
ENST00000373026	1	D
ENST00000373026	2	A
ENST00000458109	1	D
ENST00000458109	2	A
ENST00000373023	1	D
ENST00000373023	2	A
ENST00000373021	1	D
ENST00000373021	2	A
ENST00000373024	1	D
ENST00000373024	2	A
ENST00000397572	3	D
ENST00000397572	4	A
ENST00000621281	3	D
ENST00000621281	4	A
ENST00000462797	2	D
ENST00000462797	3	A
ENST00000372818	2	D
ENST00000372818	3	A
ENST00000316891	2	D
ENST00000316891	3	A
ENST00000489945	2	D
ENST00000489945	3	A
ENST00000441669	1	D
ENST00000441669	2	A
ENST00000495175	1	D
ENST00000495175	2	A
ENST00000372718	3	D
ENST00000372718	4	A
ENST00000372708	3	D
ENST00000372708	4	A
ENST00000539317	1	D
ENST00000539317	2	A
ENST00000614549	3	D
ENST00000614549	4	A
ENST00000619054	3	D
ENST00000619054	4	A
ENST00000370455	3	D
ENST00000370455	4	A
ENST00000316999	3	D
ENST00000316999	4	A
ENST00000370452	3	D
ENST00000370452	4	A
ENST00000372247	9	D
ENST00000372247	10	A
ENST00000361799	8	D
ENST00000361799	9	A
ENST00000355387	8	D
ENST00000355387	9	A
ENST00000443020	3	D
ENST00000443020	4	A
ENST00000372244	2	D
ENST00000372244	3	A
ENST00000372242	4	D
ENST00000372242	5	A
ENST00000372243	3	D
ENST00000372243	4	A
ENST00000535358	1	D
ENST00000535358	2	A
ENST00000458657	1	D
ENST00000458657	2	A
ENST00000455805	1	D
ENST00000455805	2	A
ENST00000472487	3	D
ENST00000472487	4	A
ENST00000371177	1	D
ENST00000371177	2	A
ENST00000606498	1	D
ENST00000606498	2	A
ENST00000294613	1	D
ENST00000294613	2	A
ENST00000496465	1	D
ENST00000496465	2	A
ENST00000371180	1	D
ENST00000371180	2	A
ENST00000263440	6	D
ENST00000263440	7	A
ENST00000371108	6	D
ENST00000371108	7	A
ENST00000603108	6	D
ENST00000603108	7	A
ENST00000237247	6	D
ENST00000237247	7	A
ENST00000371039	5	D
ENST00000371039	6	A
ENST00000371037	6	D
ENST00000371037	7	A
ENST00000262348	8	D
ENST00000262348	9	A
ENST00000370976	7	D
ENST00000370976	8	A
ENST00000354777	8	D
ENST00000354777	9	A
ENST00000370944	10	D
ENST00000370944	11	A
ENST00000262346	9	D
ENST00000262346	10	A
ENST00000370855	14	D
ENST00000370855	15	A
ENST00000370859	14	D
ENST00000370859	15	A
ENST00000370725	21	D
ENST00000370725	22	A
ENST00000370715	19	D
ENST00000370715	20	A
ENST00000370728	20	D
ENST00000370728	21	A
ENST00000370723	20	D
ENST00000370723	21	A
ENST00000370717	20	D
ENST00000370717	21	A
ENST00000370721	20	D
ENST00000370721	21	A
ENST00000319517	18	D
ENST00000319517	19	A
ENST00000370730	19	D
ENST00000370730	20	A
ENST00000359929	18	D
ENST00000359929	19	A
ENST00000370713	17	D
ENST00000370713	18	A
ENST00000370727	20	D
ENST00000370727	21	A
ENST00000370654	5	D
ENST00000370654	6	A
ENST00000489444	3	D
ENST00000489444	4	A
ENST00000370481	3	D
ENST00000370481	4	A
ENST00000370473	3	D
ENST00000370473	4	A
ENST00000294671	3	D
ENST00000294671	4	A
ENST00000355754	4	D
ENST00000355754	5	A
ENST00000370456	3	D
ENST00000370456	4	A
ENST00000370459	3	D
ENST00000370459	4	A
ENST00000436063	2	D
ENST00000436063	3	A
ENST00000359208	2	D
ENST00000359208	3	A
ENST00000524631	13	D
ENST00000524631	14	A
ENST00000533099	13	D
ENST00000533099	14	A
ENST00000423855	13	D
ENST00000423855	14	A
ENST00000369851	3	D
ENST00000369851	4	A
ENST00000286692	4	D
ENST00000286692	5	A
ENST00000539140	4	D
