ENSMUST00000000175.Sdhd	3	D
ENSMUST00000000175.Sdhd	4	A
ENSMUST00000000449.Mkrn2	2	D
ENSMUST00000000449.Mkrn2	3	A
ENSMUST00000000542.Acvrl1	5	D
ENSMUST00000000542.Acvrl1	6	A
ENSMUST00000000687.Haao	8	D
ENSMUST00000000687.Haao	9	A
ENSMUST00000000717.Tcl1b5	2	D
ENSMUST00000000717.Tcl1b5	3	A
ENSMUST00000000718.Tcl1b4	2	D
ENSMUST00000000718.Tcl1b4	3	A
ENSMUST00000000894.E2f1	4	D
ENSMUST00000000894.E2f1	5	A
ENSMUST00000000939.Hip1r	1	D
ENSMUST00000000939.Hip1r	2	A
ENSMUST00000001027.Aox1	13	D
ENSMUST00000001027.Aox1	14	A
ENSMUST00000001115.Grk6	15	D
ENSMUST00000001115.Grk6	16	A
ENSMUST00000001155.Araf	11	D
ENSMUST00000001155.Araf	12	A
ENSMUST00000001181.Col6a2	6	D
ENSMUST00000001181.Col6a2	7	A
ENSMUST00000001202.Ocrl	1	D
ENSMUST00000001202.Ocrl	2	A
ENSMUST00000001242.Gatd3a	6	D
ENSMUST00000001242.Gatd3a	7	A
ENSMUST00000001402.Fbxo9	2	D
ENSMUST00000001402.Fbxo9	3	A
ENSMUST00000001402.Fbxo9	3	D
ENSMUST00000001402.Fbxo9	4	A
ENSMUST00000001412.Vps50	25	D
ENSMUST00000001412.Vps50	26	A
ENSMUST00000001479.Kpnb1	21	D
ENSMUST00000001479.Kpnb1	22	A
ENSMUST00000001608.Mnx1	1	D
ENSMUST00000001608.Mnx1	2	A
ENSMUST00000001675.Stk38l	6	D
ENSMUST00000001675.Stk38l	7	A
ENSMUST00000001818.Crnkl1	5	D
ENSMUST00000001818.Crnkl1	6	A
ENSMUST00000002063.Ap4e1	11	D
ENSMUST00000002063.Ap4e1	12	A
ENSMUST00000002291.Paxip1	20	D
ENSMUST00000002291.Paxip1	21	A
ENSMUST00000002305.Kdm7a	12	D
ENSMUST00000002305.Kdm7a	13	A
ENSMUST00000002436.Snx9	10	D
ENSMUST00000002436.Snx9	11	A
ENSMUST00000002765.Prkd1	16	D
ENSMUST00000002765.Prkd1	17	A
ENSMUST00000002844.Mrpl2	3	D
ENSMUST00000002844.Mrpl2	4	A
ENSMUST00000002908.Plin4	4	D
ENSMUST00000002908.Plin4	5	A
ENSMUST00000002989.Arrdc2	3	D
ENSMUST00000002989.Arrdc2	4	A
ENSMUST00000003038.Ap2a2	17	D
ENSMUST00000003038.Ap2a2	18	A
ENSMUST00000003152.Stk11	2	D
ENSMUST00000003152.Stk11	3	A
ENSMUST00000003310.Ranbp2	16	D
ENSMUST00000003310.Ranbp2	17	A
ENSMUST00000003572.Gars	11	D
ENSMUST00000003572.Gars	12	A
ENSMUST00000003898.Ece2	5	D
ENSMUST00000003898.Ece2	6	A
ENSMUST00000004202.Dnmt1	10	D
ENSMUST00000004202.Dnmt1	11	A
ENSMUST00000004214.Cacna1e	20	D
ENSMUST00000004214.Cacna1e	21	A
ENSMUST00000004214.Cacna1e	21	D
ENSMUST00000004214.Cacna1e	22	A
ENSMUST00000004375.Phb2	6	D
ENSMUST00000004375.Phb2	7	A
ENSMUST00000004681.Pnpla6	28	D
ENSMUST00000004681.Pnpla6	29	A
ENSMUST00000004750.Sgce	10	D
ENSMUST00000004750.Sgce	11	A
ENSMUST00000004827.Ly9	2	D
ENSMUST00000004827.Ly9	3	A
ENSMUST00000004985.Brpf3	4	D
ENSMUST00000004985.Brpf3	5	A
ENSMUST00000005173.Sgsh	6	D
ENSMUST00000005173.Sgsh	7	A
ENSMUST00000005188.Sh2b2	6	D
ENSMUST00000005188.Sh2b2	7	A
ENSMUST00000005256.Ndrg1	2	D
ENSMUST00000005256.Ndrg1	3	A
ENSMUST00000005504.Fbxo11	15	D
ENSMUST00000005504.Fbxo11	16	A
ENSMUST00000005548.Hmox1	1	D
ENSMUST00000005548.Hmox1	2	A
ENSMUST00000005630.Msh4	1	D
ENSMUST00000005630.Msh4	2	A
ENSMUST00000005651.Por	6	D
ENSMUST00000005651.Por	7	A
ENSMUST00000006094.Cyp2d26	2	D
ENSMUST00000006094.Cyp2d26	3	A
ENSMUST00000006138.UNKNOWN	4	D
ENSMUST00000006138.UNKNOWN	5	A
ENSMUST00000006151.Tyrp1	4	D
ENSMUST00000006151.Tyrp1	5	A
ENSMUST00000006629.Sptbn1	19	D
ENSMUST00000006629.Sptbn1	20	A
ENSMUST00000006629.Sptbn1	24	D
ENSMUST00000006629.Sptbn1	25	A
ENSMUST00000006764.Aprt	2	D
ENSMUST00000006764.Aprt	3	A
ENSMUST00000006853.P4htm	6	D
ENSMUST00000006853.P4htm	7	A
ENSMUST00000006893.D130043K22Rik	8	D
ENSMUST00000006893.D130043K22Rik	9	A
ENSMUST00000006893.D130043K22Rik	9	D
ENSMUST00000006893.D130043K22Rik	10	A
ENSMUST00000006949.Tph2	3	D
ENSMUST00000006949.Tph2	4	A
ENSMUST00000007042.Ik	14	D
ENSMUST00000007042.Ik	15	A
ENSMUST00000007249.Slc44a4	12	D
ENSMUST00000007249.Slc44a4	13	A
ENSMUST00000007296.Pole	13	D
ENSMUST00000007296.Pole	14	A
ENSMUST00000007754.Gtpbp3	4	D
ENSMUST00000007754.Gtpbp3	5	A
ENSMUST00000008999.Hdac5	12	D
ENSMUST00000008999.Hdac5	13	A
ENSMUST00000009102.Vps72	1	D
ENSMUST00000009102.Vps72	2	A
ENSMUST00000009234.Ap1b1	3	D
ENSMUST00000009234.Ap1b1	4	A
ENSMUST00000009234.Ap1b1	7	D
ENSMUST00000009234.Ap1b1	8	A
ENSMUST00000009390.Trpm5	22	D
ENSMUST00000009390.Trpm5	23	A
ENSMUST00000009713.Mrtfb	5	D
ENSMUST00000009713.Mrtfb	6	A
ENSMUST00000010319.Prox1	1	D
ENSMUST00000010319.Prox1	2	A
